method,dimensions,repeats,scenes,positive_similarity,positive_similarity_seed_std,positive_similarity_scene_std,positive_similarity_scene_count,negative_similarity,negative_similarity_seed_std,negative_similarity_scene_std,negative_similarity_scene_count,similarity_gap,similarity_gap_seed_std,similarity_gap_scene_std,similarity_gap_scene_count,retrieval_voxel_hit,retrieval_voxel_hit_seed_std,retrieval_voxel_hit_scene_std,retrieval_voxel_hit_scene_count,retrieval_hit_distance,retrieval_hit_distance_seed_std,retrieval_hit_distance_scene_std,retrieval_hit_distance_scene_count,retrieval_world_error_mean,retrieval_world_error_mean_seed_std,retrieval_world_error_mean_scene_std,retrieval_world_error_mean_scene_count,retrieval_world_error_median,retrieval_world_error_median_seed_std,retrieval_world_error_median_scene_std,retrieval_world_error_median_scene_count,scope
ablation_once,768,1,5,0.8292944282816167,0.0,0.029001872420358798,5,0.6781094456080303,0.0,0.035320070287195506,5,0.1521681146057025,0.0,0.0313287295164249,5,0.32347778541831784,0.0,0.11218026428190611,5,0.46001995304145427,0.0,0.12963645640721422,5,0.26947576791413735,0.0,0.09979013238377668,5,0.19629919501119536,0.0,0.10495715066863533,5,within_chunk
ablation_once,1024,1,5,0.8409299702811659,0.0,0.02140979623857576,5,0.701940847650128,0.0,0.027097855476367883,5,0.13986733545293267,0.0,0.029955307013987163,5,0.3200808998509106,0.0,0.11118254758912756,5,0.45933706487181053,0.0,0.1300929369040133,5,0.2725413074903552,0.0,0.10151861061866493,5,0.19685750468519694,0.0,0.10573500100986073,5,within_chunk
centered_full,1536,1,5,0.6236610871448851,0.0,0.06455172985754068,5,0.28540835227234423,0.0,0.06906445663700896,5,0.33970347836964404,0.0,0.056028487188054,5,0.28277375786747494,0.0,0.10960582301965734,5,0.4104168022657172,0.0,0.13058464323397034,5,0.3037826586242844,0.0,0.09749238059943963,5,0.22430253128210703,0.0,0.10618125444564143,5,within_chunk
original,1536,1,5,0.9677361003139563,0.0,0.006310193340896142,5,0.9360045343693288,0.0,0.006571971817445724,5,0.03197093290898952,0.0,0.003931001208338211,5,0.28267726162733037,0.0,0.10896447879854282,5,0.4081870842288701,0.0,0.13227379318550517,5,0.3083827532478599,0.0,0.10706092267593585,5,0.22777798627552234,0.0,0.1153173438364641,5,within_chunk
pca,128,1,5,0.6725280342603984,0.0,0.06903361978340831,5,0.31243224931279534,0.0,0.08193518766541856,5,0.3615843648977165,0.0,0.06275127539530544,5,0.2486574503355004,0.0,0.09950617592347373,5,0.36575237326473514,0.0,0.12211530393267694,5,0.3330183835808967,0.0,0.1009676077626833,5,0.2589696496993042,0.0,0.11171272025146133,5,within_chunk
pca,256,1,5,0.6457920275341001,0.0,0.06692066395111208,5,0.2972095887361743,0.0,0.07630689821088356,5,0.350051846653705,0.0,0.0591293058994357,5,0.2650169729336186,0.0,0.10311360348233575,5,0.3844286457135778,0.0,0.1260742160261523,5,0.32224344157532625,0.0,0.10074590782899742,5,0.24584771162977342,0.0,0.10870180397941911,5,within_chunk
pca,384,1,5,0.6377677336596607,0.0,0.06632456062537057,5,0.2924823621399915,0.0,0.07405332146022815,5,0.3467562436012285,0.0,0.05805923805333976,5,0.27276562568044666,0.0,0.10590673946528568,5,0.39614158478638145,0.0,0.1278828973187362,5,0.31514665778617834,0.0,0.09932021976224784,5,0.23911506323437942,0.0,0.10631042350535556,5,within_chunk
pca,512,1,5,0.6331883859738969,0.0,0.06589779032441831,5,0.2899461665629492,0.0,0.07264400648898837,5,0.34470221948883106,0.0,0.057435123934676195,5,0.27667415211793905,0.0,0.10713843076003005,5,0.40200696301965577,0.0,0.12817766161079683,5,0.3111585477872501,0.0,0.09889207022056183,5,0.23659345675325186,0.0,0.10665160087681183,5,within_chunk
pca,768,1,5,0.6281130327362764,0.0,0.06535872168196248,5,0.28733611910620394,0.0,0.07098522231622242,5,0.3422375694755172,0.0,0.056676232431138944,5,0.27953422424461727,0.0,0.10859624816052593,5,0.4059084023762609,0.0,0.12980267190983513,5,0.30764035791265754,0.0,0.09846862987419046,5,0.22869151868318255,0.0,0.10636619153856726,5,within_chunk
pca,1024,1,5,0.6256449139327335,0.0,0.06496972551573968,5,0.2862050203866517,0.0,0.06999797397452723,5,0.3408953718511858,0.0,0.056313133051214465,5,0.28048692344548515,0.0,0.10879863236611322,5,0.40745533984529525,0.0,0.1303593443823909,5,0.3060777345211315,0.0,0.0980103844327414,5,0.22780985822541672,0.0,0.1055370062247051,5,within_chunk
random,128,5,5,0.8562216381357428,0.01788551003297919,0.024648726887017396,5,0.7171901959199211,0.014869155766451814,0.024228568763070005,5,0.13985759462545197,0.006808352952063072,0.018823565703996376,5,0.24458788981915164,0.01814626091499393,0.09583280757309136,5,0.35941747889623804,0.023119407158107466,0.11848683535277148,5,0.33859614618047357,0.016447378783050706,0.10135240848985062,5,0.2518379189404741,0.01838651122963841,0.11089724860745732,5,within_chunk
random,256,5,5,0.861709857572589,0.011866572021333028,0.03000818920876378,5,0.7250439112703486,0.020706118108994642,0.037512105091144665,5,0.1376043666089175,0.011047810614592495,0.01982879584649827,5,0.25957231755551347,0.014209028178960456,0.10469671581891865,5,0.37964636788542755,0.019381943058917234,0.12924918960916246,5,0.3234607928022968,0.014793262061047726,0.10584804115695257,5,0.23986264118539138,0.013353785660911617,0.11279868337716628,5,within_chunk
random,384,5,5,0.9092764286827624,0.06612556867382458,0.018278097049925578,5,0.8239422749587957,0.12648085452400976,0.02209019654400313,5,0.08597929525153719,0.06092461222795447,0.01192942183261435,5,0.2640608030193083,0.011932536291079387,0.10627940431738776,5,0.38542680783062383,0.01744757528944638,0.12790755633568066,5,0.31972004771529383,0.014603703239343428,0.10534182395088193,5,0.23879861954246695,0.013398756484492716,0.11335634200889298,5,within_chunk
random,512,5,5,0.9056675573524675,0.06701876010730562,0.019156119018531315,5,0.8173413787243913,0.1284522446233212,0.022780580688098462,5,0.08898498316531234,0.06196099879136893,0.012344131287621138,5,0.2734954725468569,0.006935592780782647,0.10865154652803999,5,0.3967286746990889,0.01013910466298716,0.13125949077387983,5,0.3123298773387528,0.008112043074040263,0.10631391689948635,5,0.23183538456679434,0.0076453095918802465,0.1121720317792245,5,within_chunk
random,768,5,5,0.9279980737995682,0.06566863481261123,0.014546341792188522,5,0.8596432651427687,0.12689257424779238,0.016909900343518674,5,0.0688150873350141,0.06174158471825155,0.009670392229938702,5,0.27800840279187977,0.009422946085857621,0.10823373037837897,5,0.4020506908357925,0.01274879117054274,0.13118567672930773,5,0.3115781329253565,0.010440333967310554,0.10779561710145649,5,0.23158480830725875,0.010323148682182925,0.11347422797514142,5,within_chunk
random,1024,5,5,0.9253678953982236,0.06295798593947549,0.015541895542061647,5,0.8533560975074387,0.12337943071162155,0.01816153168214623,5,0.07253928143902609,0.06087413109470483,0.01013645893356758,5,0.2811468943784589,0.00855946954578261,0.11017384750518495,5,0.40654381370421044,0.010865967953285883,0.13384924784994684,5,0.30905541672478365,0.008042253019706971,0.10928064803563281,5,0.22900697924588856,0.007218355714894869,0.1156408306391399,5,within_chunk
