scene,method,dimensions,repeat,contributing_rows,valid_rows,positive_similarity,positive_similarity_std,positive_similarity_count,negative_similarity,negative_similarity_std,negative_similarity_count,similarity_gap,similarity_gap_std,similarity_gap_count,retrieval_voxel_hit,retrieval_voxel_hit_std,retrieval_voxel_hit_count,retrieval_hit_distance,retrieval_hit_distance_std,retrieval_hit_distance_count,retrieval_world_error_mean,retrieval_world_error_mean_std,retrieval_world_error_mean_count,retrieval_world_error_median,retrieval_world_error_median_std,retrieval_world_error_median_count,status,scope
scene0709_00,random,768,46,30,30,0.9829679111639659,0.0031517814185954805,30,0.9652352606849354,0.004579386207472466,30,0.017732650479030457,0.005004239643944107,30,0.30663394123630844,0.12653107803542868,30,0.4386238065627734,0.16737989180728757,30,0.25020217346113033,0.1105028708681861,30,0.16047905969123047,0.107945134308762,30,ok,within_chunk
scene0709_00,random,1024,42,30,30,0.8541517118612926,0.027185814748773084,30,0.6968533055626391,0.0453187099062727,30,0.15729840629865352,0.04496508217355085,30,0.32675440891739826,0.12629997232214624,30,0.4670449205586215,0.16881254895292275,30,0.2301891763644431,0.10489710079769733,30,0.14947135659555594,0.10239182191841767,30,ok,within_chunk
scene0709_00,random,1024,43,30,30,0.8533636868000031,0.02815891499900803,30,0.679920511946492,0.05817338033153617,30,0.17344317485351093,0.053508960670548486,30,0.30817983091652285,0.13013466995779213,30,0.4399478538842286,0.17853530308052482,30,0.24141807170009477,0.10441520923836942,30,0.15821356810629367,0.10230506906785555,30,ok,within_chunk
scene0709_00,random,1024,44,30,30,0.9782129009564717,0.0039656233775387725,30,0.9533854674953041,0.007269261583776331,30,0.024827433461167548,0.007488426224301488,30,0.31289838959657346,0.12965356972856143,30,0.44606204748246137,0.17504194199499992,30,0.2446006052200794,0.10762433603596132,30,0.15744617519279322,0.10488192511259609,30,ok,within_chunk
scene0709_00,random,1024,45,30,30,0.9782160937786102,0.0041099925731141775,30,0.9529152162889443,0.007078901640501696,30,0.025300877489666012,0.007425377614595197,30,0.31538344551793773,0.13024767089161796,30,0.44780689496648024,0.17329057103301726,30,0.24307698860567573,0.10869198517738984,30,0.15536929840842884,0.10084768806363384,30,ok,within_chunk
scene0709_00,random,1024,46,30,30,0.9781497736771901,0.004033587695045572,30,0.954486235683325,0.006340643890187751,30,0.023663537993864996,0.006771571888473783,30,0.3063572718232201,0.12186979840937859,30,0.43887036599419077,0.16735079324175148,30,0.24763305389134047,0.10695883545139548,30,0.15821119099855424,0.09596214232783329,30,ok,within_chunk
scene0710_00,ablation_iterative,128,0,30,30,0.736779409646988,0.052782779184109126,30,0.5300588558857366,0.04795495769543053,29,0.20913212542014217,0.05640681146218543,29,0.269109009419376,0.152057528689878,30,0.4618609778365653,0.2201208834392139,30,0.2703307687615905,0.17009865279455427,30,0.18688222629328569,0.2096923076795153,30,ok,within_chunk
scene0710_00,ablation_iterative,256,0,30,30,0.7059330026308696,0.05685365379555142,30,0.48952526130935603,0.05052893706444687,29,0.21916766547568553,0.05807375311781331,29,0.28471755915231517,0.1662039155244679,30,0.4872341984620434,0.23052121104380693,30,0.24672863029349543,0.14989115561797528,30,0.15593690474828084,0.1378663419783798,30,ok,within_chunk
scene0710_00,ablation_iterative,384,0,30,30,0.7359167039394379,0.05097494834725674,30,0.5423758464277824,0.0426098094475849,29,0.1966717158261039,0.051857284348782264,29,0.2907644415451423,0.1662540859988485,30,0.5019579376492653,0.24356946738548554,30,0.2369767760143693,0.14460307172559145,30,0.1585152719169855,0.14516578528858703,30,ok,within_chunk
scene0710_00,ablation_iterative,512,0,30,30,0.7438795248667399,0.04856937952728941,30,0.5608462289727545,0.03818441560366907,29,0.1866122988553305,0.049469470981044886,29,0.2851221244101305,0.17381851031640122,30,0.48921958301290774,0.2489379700678073,30,0.25160165183336247,0.17491180135882947,30,0.19038670919835568,0.20518589320935313,30,ok,within_chunk
scene0710_00,ablation_iterative,768,0,30,30,0.7863835752010345,0.04135172209645478,30,0.6364389041194752,0.033515308908633266,29,0.15329708931516764,0.040938696788744657,29,0.2831971152174655,0.16781793539462053,30,0.47573907426516737,0.23873362659896294,30,0.2582434728007087,0.1713453058858203,30,0.1906336635351181,0.2006118618398823,30,ok,within_chunk
scene0710_00,ablation_iterative,1024,0,30,30,0.8069059312343597,0.04355415313007304,30,0.6619869882987821,0.032821668628078365,29,0.14931000704505107,0.04041393366550853,29,0.26608058851798144,0.1606725499061923,30,0.449247782773802,0.23143246496798245,30,0.2784924175482329,0.18341702082562814,30,0.20903561313947042,0.20988161429187338,30,ok,within_chunk
scene0710_00,ablation_once,128,0,30,30,0.7426883538564046,0.06264431245733634,30,0.5118272177958165,0.06749842301375424,29,0.23485488554209616,0.08137809578147069,29,0.15695788906223,0.12036451498539281,30,0.28923459305731597,0.18926664606342064,30,0.3749647035048687,0.18700339330668955,30,0.32108115529020625,0.2292024280662764,30,ok,within_chunk
scene0710_00,ablation_once,256,0,30,30,0.772926946481069,0.052594100566736544,30,0.5822848713986615,0.04988560319935013,29,0.19538846351229042,0.05929021098550259,29,0.20757212793446062,0.15026444667338543,30,0.3607210593600607,0.21794975457322796,30,0.33541645010138316,0.22064695497423722,30,0.2823324348777533,0.25284959220663056,30,ok,within_chunk
scene0710_00,ablation_once,384,0,30,30,0.7710590263207754,0.057434567744484744,30,0.5916658491797738,0.044208018406492584,29,0.18551344954995824,0.05252087632992614,29,0.23090608184525918,0.16268066846695609,30,0.4006750733206554,0.23342358421008222,30,0.3028437333386835,0.18173639430572772,30,0.24846886433660983,0.21374095327907772,30,ok,within_chunk
scene0710_00,ablation_once,512,0,30,30,0.7707755307356516,0.05455619658083246,30,0.5936556475396241,0.04085788290125551,29,0.18235078182020667,0.05019575161828187,29,0.25358908969892174,0.16174248815081146,30,0.4222854863362392,0.23049355494650042,30,0.28874204913447993,0.1776900791668333,30,0.24095877707004548,0.22492114228314075,30,ok,within_chunk
scene0710_00,ablation_once,768,0,30,30,0.7812956233819326,0.049938456731838075,30,0.6135733902347065,0.039667106258102255,29,0.1726378928078067,0.04712305949973817,29,0.265561942939312,0.1631561906202134,30,0.4455906607521019,0.2328790686942715,30,0.2731632958682547,0.17011920050200544,30,0.20711735238631565,0.19580706569586864,30,ok,within_chunk
scene0710_00,ablation_once,1024,0,30,30,0.8069059312343597,0.04355415313007304,30,0.6619869882987821,0.032821668628078365,29,0.14931000704505107,0.04041393366550853,29,0.26608058851798144,0.1606725499061923,30,0.449247782773802,0.23143246496798245,30,0.2784924175482329,0.18341702082562814,30,0.20903561313947042,0.20988161429187338,30,ok,within_chunk
scene0710_00,centered_full,1536,0,30,30,0.5705859283606212,0.10452121559377563,30,0.19254642874532035,0.11429524796401191,29,0.3852932171008164,0.11510864546485067,29,0.2254235776700034,0.15212847142363972,30,0.390957626985405,0.21092223147273206,30,0.3234599185343815,0.21332163266454385,30,0.2704987482478221,0.2654383584757604,30,ok,within_chunk
scene0710_00,original,1536,0,30,30,0.9616709431012471,0.009790453673062431,30,0.9258348643251957,0.012815851597402594,29,0.03703291359786207,0.012363464483276961,29,0.21865851650349527,0.13822826660127285,30,0.3708956154206004,0.20234305722706056,30,0.323668579399517,0.20400339294967595,30,0.2505613005409638,0.23176118272957333,30,ok,within_chunk
scene0710_00,pca,128,0,30,30,0.6158550957838694,0.11290311066198847,30,0.20243911733504524,0.13079718779019142,29,0.42085887819939116,0.12699827980231687,29,0.19350984057793674,0.134694640029334,30,0.3409047438246539,0.19080102768219717,30,0.3448257267290617,0.20187375449889897,30,0.2840247191488743,0.23859631296904146,30,ok,within_chunk
scene0710_00,pca,256,0,30,30,0.5912618388732275,0.10874776910716787,30,0.19518506926611057,0.12325290893643917,29,0.4034238088860132,0.12042481347444423,29,0.20987208161261625,0.14460197999172333,30,0.3620241374264344,0.2009985837432566,30,0.33839820557727346,0.21055544199177736,30,0.2844908842196067,0.2620004743483069,30,ok,within_chunk
scene0710_00,pca,384,0,30,30,0.5835878312587738,0.10748658256888767,30,0.19330973676107743,0.12012896388539328,29,0.39763245490549276,0.11883421865946397,29,0.21532509351889179,0.1480962926414287,30,0.3741716404167088,0.20580197129913644,30,0.33226991102360603,0.2111335433707443,30,0.2776623100042343,0.25954048396344626,30,ok,within_chunk
scene0710_00,pca,512,0,30,30,0.5792200456062953,0.10657521783256244,30,0.19240320744198364,0.11849501740293086,29,0.3941168385537287,0.11763918748235357,29,0.21788797006822105,0.1478826485939375,30,0.37976723123349004,0.20554588891950032,30,0.32999950079172563,0.21164854272349032,30,0.276881126438578,0.26424576425848656,30,ok,within_chunk
scene0710_00,pca,768,0,30,30,0.5745242297649383,0.10572107248297107,30,0.19207495305131406,0.1166097525878844,29,0.38975255594084823,0.11643906079738382,29,0.22225701712129806,0.14934894371015595,30,0.38529042795166607,0.20815357671999157,30,0.3276752516387619,0.21252994500374342,30,0.27399023758868374,0.2653282073119548,30,ok,within_chunk
scene0710_00,pca,1024,0,30,30,0.5723808536926905,0.10508018454921814,30,0.1922413519006626,0.11544386861753807,29,0.38741689331754864,0.11572017731278873,29,0.22444140679511834,0.1510806618834141,30,0.3874531622938881,0.2093641467489399,30,0.32546694472451904,0.2132112212772213,30,0.272374352440238,0.26529864027077554,30,ok,within_chunk
scene0710_00,random,128,42,30,30,0.8339970032374064,0.039221694541439554,30,0.6689032650553463,0.04516790100407883,29,0.1678444018297667,0.05248612386965235,29,0.1937431726196558,0.12259055233508204,30,0.34503004160896883,0.19131846578251618,30,0.34217796877125256,0.18735766720972002,30,0.2742772890875737,0.2294953443418581,30,ok,within_chunk
scene0710_00,random,128,43,30,30,0.8265586952368419,0.05021296269870887,30,0.7052367706892101,0.04372644904789679,29,0.12819799604731366,0.0412627910233615,29,0.20419956017624777,0.12214670111835822,30,0.35322057345357183,0.19210494139564474,30,0.34668048134354146,0.1959944830758274,30,0.2697894444068273,0.22533591927357405,30,ok,within_chunk
scene0710_00,random,128,44,30,30,0.8607264677683513,0.03663301523207031,30,0.6612018511013771,0.09427707211656158,29,0.20188308997338897,0.08895509560828044,29,0.1522762918388196,0.10168969479299274,30,0.27445026232563424,0.1625559935413813,30,0.3734924447468181,0.20044025767765533,30,0.31554770320653913,0.22294270895091234,30,ok,within_chunk
scene0710_00,random,128,45,30,30,0.8563259780406952,0.03472851154904316,30,0.6978291709778577,0.058211994719856164,29,0.16212353162663354,0.054806528223113764,29,0.1602116483670758,0.11144292653341001,30,0.3043078117309992,0.17590607022759708,30,0.36382596870960443,0.15921257697462102,30,0.296084251254797,0.18434111249606347,30,ok,within_chunk
scene0710_00,random,128,46,30,30,0.7975976010163625,0.04643322498704684,30,0.6601335278672941,0.03957016737746267,29,0.14250595037222585,0.03816291951754728,29,0.19107593702006756,0.11710807383948106,30,0.34050334428813683,0.17903452005064546,30,0.3232722314118151,0.17139646720273785,30,0.26811730215946833,0.2271877336499754,30,ok,within_chunk
scene0710_00,random,256,42,30,30,0.8154317776362101,0.05195436225176044,30,0.6328455095529987,0.050272778373175196,29,0.1872361539897818,0.05939768723742327,29,0.19837287899353395,0.1531515448654179,30,0.35840305524275845,0.22011062012698493,30,0.33610433262979955,0.20273253855366913,30,0.2796590942889452,0.2334161968728268,30,ok,within_chunk
scene0710_00,random,256,43,30,30,0.859573342402776,0.03847421340937947,30,0.7323738737605978,0.041629293836561485,29,0.13166333989375584,0.04103815046779943,29,0.19125112296409266,0.1256336370926501,30,0.3318876427274195,0.1936085112227104,30,0.3459900008245885,0.19023529486674728,30,0.27375346918900806,0.21383771707733715,30,ok,within_chunk
scene0710_00,random,256,44,30,30,0.8455867191155751,0.036587525942709496,30,0.6782322180218624,0.0724355109471312,29,0.16999241981538313,0.06833305263246779,29,0.168350095810146,0.1182989531874948,30,0.30560273336509003,0.1769957839190641,30,0.3635463565473059,0.22477022982175607,30,0.30330393066008887,0.25198261577302616,30,ok,within_chunk
scene0710_00,random,256,45,30,30,0.8332411924997966,0.04577099279835209,30,0.657742677294305,0.06012389462775007,29,0.18040360230379945,0.06216200257550302,29,0.15373939899003647,0.11342561946602762,30,0.28847312736566255,0.19420009370575714,30,0.36660556465197675,0.17964059570261323,30,0.29724186832706134,0.19624489875413922,30,ok,within_chunk
scene0710_00,random,256,46,30,30,0.8153080900510152,0.05099795919258265,30,0.6646642549412745,0.04685150998199968,29,0.1574475797985422,0.0454250257604767,29,0.20932275946900789,0.13298188293542476,30,0.36528611519908144,0.2021515625498377,30,0.3336334118058101,0.19863733387053784,30,0.261269773542881,0.22629278518954218,30,ok,within_chunk
