scene,method,dimensions,repeat,contributing_rows,valid_rows,positive_similarity,positive_similarity_std,positive_similarity_count,negative_similarity,negative_similarity_std,negative_similarity_count,similarity_gap,similarity_gap_std,similarity_gap_count,retrieval_voxel_hit,retrieval_voxel_hit_std,retrieval_voxel_hit_count,retrieval_hit_distance,retrieval_hit_distance_std,retrieval_hit_distance_count,retrieval_world_error_mean,retrieval_world_error_mean_std,retrieval_world_error_mean_count,retrieval_world_error_median,retrieval_world_error_median_std,retrieval_world_error_median_count,status
scene0708_00,random,128,46,31,31,0.8330508931990592,0.026642826889928924,31,0.6796272521598373,0.030992056936540564,31,0.15342364103922196,0.0418248761025385,31,0.2885679215359585,0.11324349837030327,31,0.33164894467580075,0.12635139545678117,31,0.3857146341771386,0.18186551570718315,31,0.28263413665756104,0.1828709830494428,31,ok
scene0708_00,random,256,42,31,31,0.8870654682959279,0.02877917128067744,31,0.758978152564263,0.05071086691556557,31,0.12808731573166485,0.03951902319657448,31,0.32782629211103803,0.13410077342588703,31,0.38320331021300735,0.14687225971563886,31,0.3442548485716435,0.18286032557440277,31,0.2512781237882952,0.20262970168305985,31,ok
scene0708_00,random,256,43,31,31,0.9040783816768277,0.018007504601798844,31,0.7993122435293981,0.027318982124615306,31,0.10476613814742948,0.027876815165793684,31,0.3126454313978737,0.13596214473739596,31,0.36641517380403177,0.1371420323147481,31,0.3402478501764125,0.15647369767319239,31,0.23881105117259488,0.18215578375514363,31,ok
scene0708_00,random,256,44,31,31,0.8651928190262087,0.024884441513247025,31,0.7352719532315876,0.03141973243211742,31,0.12992086579462117,0.035499637041003416,31,0.29615052123351143,0.12565734072776183,31,0.34861276856436163,0.13205736380673552,31,0.37597702505798397,0.1650610288437113,31,0.2519143610712021,0.1675991103342984,31,ok
scene0708_00,random,256,45,31,31,0.8958295987498376,0.019964871019856792,31,0.7838803508002178,0.03309216797262521,31,0.11194924794961955,0.03449162100239747,31,0.31910363445786244,0.13114468958780354,31,0.3680267813586236,0.13605825789657466,31,0.3691709583873453,0.1819976575891056,31,0.2537456599454726,0.18877092374410387,31,ok
scene0708_00,random,256,46,31,31,0.840696309843371,0.024439899271107512,31,0.7002233589923962,0.029431454964809447,31,0.14047295085097475,0.03724157718197439,31,0.31305168218097196,0.11904265909600541,31,0.3643107579924804,0.13888643000561146,31,0.3429827331207384,0.16105436106063178,31,0.23980940373674517,0.16099391921824976,31,ok
scene0708_00,random,384,42,31,31,0.873997817116399,0.027551218227976442,31,0.742366650362802,0.04030979141306674,31,0.13163116675359693,0.035922238526787144,31,0.33280800384041953,0.12391663899507174,31,0.389034686445004,0.1419064860780456,31,0.33728179914311796,0.17158471299787098,31,0.2307205515042428,0.1704689000225177,31,ok
scene0708_00,random,384,43,31,31,0.8824973490930372,0.01994256589948667,31,0.761012822178986,0.031001291120673888,31,0.12148452691405118,0.03158651317093566,31,0.3250014107557291,0.13421225816539514,31,0.3785778400332198,0.13373200916481978,31,0.3389399125264952,0.17664274151886505,31,0.23496232734572503,0.1783401825694542,31,ok
scene0708_00,random,384,44,31,31,0.9935278065742985,0.0012437486260531744,31,0.9867569643062768,0.0021658774929780235,31,0.006770842268021597,0.0021679224364068266,31,0.29666958651330555,0.11887013229461796,31,0.3525125293623412,0.13011018778607486,31,0.3822549383875983,0.19055451773019474,31,0.25498992024410155,0.17657261476857222,31,ok
scene0708_00,random,384,45,31,31,0.993636469687185,0.0013225833955086183,31,0.9870755124060557,0.0018121349723215995,31,0.006560957281129107,0.001894122250229774,31,0.30713645600159317,0.11774300545169672,31,0.36213019007659636,0.13620906704264757,31,0.3733675747413562,0.17887188645728214,31,0.25576205743897346,0.1823863319263055,31,ok
scene0708_00,random,384,46,31,31,0.84463160076449,0.02467074693925137,31,0.7153513082370718,0.026689523452179776,31,0.1292802925274181,0.03411613112489057,31,0.3206990482572005,0.12084787414584552,31,0.3725235385092844,0.1273601106561735,31,0.3473941070653175,0.1656802286266205,31,0.24265252089788836,0.17214256514006984,31,ok
scene0708_00,random,512,42,31,31,0.8660462325619113,0.028122157193798535,31,0.7341784234657159,0.04048258543420801,31,0.1318678090961954,0.03500910546454328,31,0.343651145255121,0.12881709165923494,31,0.3989252052337258,0.1418081912960374,31,0.3284013476758892,0.16236466245665132,31,0.22513753512213308,0.1724230427914764,31,ok
scene0708_00,random,512,43,31,31,0.8867493733283012,0.02144066074737367,31,0.7704887280043401,0.034339213073095225,31,0.1162606453239612,0.031192086647090545,31,0.3226756181650206,0.1375956348484431,31,0.3757886570987413,0.14044685461968287,31,0.3364387238819651,0.17500339090996347,31,0.23688170145596227,0.17123339846477334,31,ok
scene0708_00,random,512,44,31,31,0.9917584792260201,0.0016085618684644344,31,0.983420694680896,0.0024989707115528692,31,0.00833778454512401,0.0025549825892411055,31,0.31010837639926225,0.12577821858280774,31,0.36744118462839553,0.14485786046048382,31,0.3605271199675152,0.1818262935616509,31,0.25158930858296735,0.1819103098952719,31,ok
scene0708_00,random,512,45,31,31,0.9917444509844626,0.0016956681397284766,31,0.9836648201454684,0.0020706030434798927,31,0.008079630838994219,0.0022255562916477373,31,0.3190646684114336,0.11130102082804419,31,0.37406276343591716,0.1313188015032951,31,0.3716885264779708,0.18854013744996728,31,0.24765248644736507,0.17993396638480852,31,ok
scene0708_00,random,512,46,31,31,0.8566016304877496,0.02527234350964678,31,0.7274876771590306,0.030599246497831797,31,0.12911395332871897,0.03333703080886086,31,0.3305112654643994,0.11893107461775626,31,0.386466401921852,0.12914591068963177,31,0.3371326735865606,0.16414750497462732,31,0.2344993004395116,0.1683158770545594,31,ok
scene0708_00,random,768,42,31,31,0.8548253120914582,0.028367992716122895,31,0.7169134729447149,0.03688743688414602,31,0.13791183914674324,0.036172519963650625,31,0.33833123190879194,0.1329501406253618,31,0.3946163869309383,0.14756368991003502,31,0.33383712353502054,0.17615735939170418,31,0.23437941843463528,0.1867440871542815,31,ok
