scene,method,dimensions,repeat,frame_i,frame_j,valid_tokens_i,valid_tokens_j,shared_voxels,retrieval_queries,positive_similarity,negative_similarity,similarity_gap,retrieval_voxel_hit,retrieval_hit_distance,retrieval_world_error_mean,retrieval_world_error_median,negative_pairs,zero_norm_tokens,zero_norm_queries,status
scene0708_00,original,1536,0,419,457,167,177,15,32,0.9680113196372986,0.9539967676003774,0.014014552036921146,0.21875,0.40625,0.168472362565808,0.11407821625471115,30,0,0,ok
scene0708_00,original,1536,0,457,495,177,176,24,56,0.9807031750679016,0.9520242425302664,0.028678932537635204,0.42857142857142855,0.5714285714285714,0.16585915173137827,0.09114961326122284,48,0,0,ok
scene0708_00,original,1536,0,495,533,176,173,18,46,0.9821455478668213,0.9630369709597694,0.019108576907051922,0.43478260869565216,0.5434782608695652,0.07841649278998375,0.08981513977050781,36,0,0,ok
scene0708_00,original,1536,0,533,571,173,178,17,34,0.9804612398147583,0.9529724822324865,0.02748875758227176,0.47058823529411764,0.4411764705882353,0.3276464828180478,0.15634432435035706,34,0,0,ok
scene0708_00,original,1536,0,571,609,178,179,29,58,0.9839149713516235,0.9641892211190586,0.019725750232564954,0.603448275862069,0.603448275862069,0.2408353190804864,0.051635194569826126,58,0,0,ok
scene0708_00,original,1536,0,609,647,179,186,9,18,0.97590172290802,0.9560438725683424,0.019857850339677574,0.2777777777777778,0.2777777777777778,0.6451129359710548,0.31436383724212646,18,0,0,ok
scene0708_00,original,1536,0,647,685,186,191,14,28,0.9804292321205139,0.95360395525183,0.026825276868683967,0.4642857142857143,0.42857142857142855,0.3063925353011915,0.17375245690345764,28,0,0,ok
scene0708_00,original,1536,0,685,723,191,189,35,76,0.9813873171806335,0.9524614802428655,0.028925836937768068,0.39473684210526316,0.5263157894736842,0.21193551950426281,0.08944922685623169,70,0,0,ok
scene0708_00,original,1536,0,723,761,189,187,20,45,0.9808095693588257,0.960961626470089,0.019847942888736703,0.4888888888888889,0.5111111111111111,0.2827559310839408,0.09006217867136002,40,0,0,ok
scene0708_00,original,1536,0,761,799,187,188,12,24,0.978919506072998,0.9638682429989179,0.015051263074080112,0.16666666666666666,0.16666666666666666,0.48930036338667077,0.49906980991363525,24,0,0,ok
scene0708_00,original,1536,0,799,837,188,190,20,40,0.9786422848701477,0.9545750170946121,0.024067267775535583,0.325,0.325,0.30022390820086003,0.1728694587945938,40,0,0,ok
scene0708_00,original,1536,0,837,875,190,190,28,56,0.9787730574607849,0.9561389525021825,0.022634104958602408,0.26785714285714285,0.2857142857142857,0.5332683039762612,0.5109902024269104,56,0,0,ok
scene0708_00,original,1536,0,875,913,190,187,23,46,0.9758610129356384,0.9554387123688407,0.020422300566797724,0.15217391304347827,0.2826086956521739,0.5085843231367029,0.4873232841491699,46,0,0,ok
scene0708_00,original,1536,0,913,951,187,188,14,28,0.971059262752533,0.9530092477798462,0.018050014972686768,0.2857142857142857,0.2857142857142857,0.6678891446707504,0.7072401642799377,28,0,0,ok
scene0708_00,original,1536,0,951,989,188,189,11,22,0.9774377942085266,0.9660263413732703,0.011411452835256353,0.4090909090909091,0.4090909090909091,0.31312629157169297,0.3003198504447937,22,0,0,ok
scene0708_00,original,1536,0,989,1028,189,188,16,32,0.9786794781684875,0.9636193234473467,0.015060154721140862,0.3125,0.3125,0.33828737726435065,0.1912374645471573,32,0,0,ok
scene0708_00,original,1536,0,1028,1066,188,189,18,36,0.9843278527259827,0.960125563873185,0.024202288852797627,0.3888888888888889,0.5,0.24530330036456385,0.10152925550937653,36,0,0,ok
scene0708_00,original,1536,0,1066,1104,189,190,13,26,0.9785327315330505,0.9574392713033236,0.021093460229726912,0.46153846153846156,0.46153846153846156,0.2748499383720068,0.12439794838428497,26,0,0,ok
scene0708_00,original,1536,0,1104,1142,190,189,17,34,0.9704622626304626,0.9550635586766636,0.015398703953799053,0.20588235294117646,0.20588235294117646,0.6301592898500317,0.5496267080307007,34,0,0,ok
scene0708_00,original,1536,0,1142,1181,189,176,20,40,0.9697545766830444,0.9559689849615097,0.013785591721534707,0.1,0.15,0.7380984951509163,0.5336417555809021,40,0,0,ok
scene0709_00,original,1536,0,0,30,193,196,58,124,0.98004549741745,0.9488762899719435,0.03116920744550644,0.4838709677419355,0.6854838709677419,0.11664413566130304,0.06968659162521362,116,0,0,ok
scene0709_00,original,1536,0,30,60,196,196,26,53,0.9815183281898499,0.9496065183327749,0.03191180985707498,0.5283018867924528,0.6226415094339622,0.12923639889736221,0.06523007899522781,52,0,0,ok
scene0709_00,original,1536,0,60,90,196,193,23,48,0.9801414608955383,0.9452101108820542,0.03493135001348413,0.5,0.6666666666666666,0.20763777215809873,0.05809847265481949,46,0,0,ok
scene0709_00,original,1536,0,90,120,193,192,61,125,0.9819318652153015,0.9458404075903971,0.0360914576249044,0.48,0.568,0.21818300315737724,0.08025374263525009,122,0,0,ok
scene0709_00,original,1536,0,120,150,192,196,86,196,0.9832716584205627,0.9479202562293341,0.035351402191228676,0.44387755102040816,0.6173469387755102,0.13003862319438128,0.07244411110877991,172,0,0,ok
scene0709_00,original,1536,0,150,180,196,190,80,196,0.9815673828125,0.9504428766667843,0.031124506145715714,0.3163265306122449,0.5255102040816326,0.1529289897369715,0.09360258281230927,160,0,0,ok
scene0709_00,original,1536,0,180,211,190,187,53,144,0.9805687665939331,0.9474385555060405,0.0331302110878926,0.13194444444444445,0.22916666666666666,0.3312524945358746,0.22322699427604675,106,0,0,ok
scene0709_00,original,1536,0,211,241,187,185,42,109,0.9823498725891113,0.9518705138138362,0.03047935877527508,0.4036697247706422,0.4954128440366973,0.2004292406603147,0.10611066222190857,84,0,0,ok
scene0709_00,original,1536,0,241,271,185,196,36,83,0.9768571853637695,0.9428884246283107,0.03396876073545885,0.4819277108433735,0.5903614457831325,0.21819149362798557,0.07522260397672653,72,0,0,ok
scene0709_00,original,1536,0,271,301,196,196,40,91,0.9805154800415039,0.9429600447416305,0.037555435299873374,0.3076923076923077,0.5824175824175825,0.18086547009483145,0.08475025743246078,80,0,0,ok
scene0709_00,original,1536,0,301,331,196,196,61,151,0.9830865263938904,0.9393876185182666,0.043698907875623805,0.3973509933774834,0.5894039735099338,0.1354519872038027,0.07850220054388046,122,0,0,ok
scene0709_00,original,1536,0,331,361,196,196,64,171,0.9822829961776733,0.9479108168743551,0.03437217930331826,0.4269005847953216,0.7485380116959064,0.09449546915419095,0.05454159900546074,128,0,0,ok
scene0709_00,original,1536,0,361,392,196,196,78,219,0.9828130006790161,0.9401182127304566,0.04269478794855952,0.3972602739726027,0.7123287671232876,0.13062668083337683,0.05865730717778206,156,0,0,ok
scene0709_00,original,1536,0,392,422,196,188,58,161,0.979929506778717,0.950709208332259,0.029220298446458015,0.38509316770186336,0.6645962732919255,0.11830984426211126,0.08038509637117386,116,0,0,ok
scene0709_00,original,1536,0,422,452,188,187,24,69,0.9760672450065613,0.9458273611962795,0.030239883810281754,0.08695652173913043,0.13043478260869565,0.40065248828867206,0.43326663970947266,48,0,0,ok
scene0709_00,original,1536,0,452,482,187,190,34,105,0.9833356142044067,0.9453064597704831,0.03802915443392363,0.37142857142857144,0.4666666666666667,0.1466812467113847,0.11532605439424515,68,0,0,ok
scene0709_00,original,1536,0,482,512,190,184,36,82,0.9845901131629944,0.9579227682616975,0.026667344901296852,0.5121951219512195,0.6341463414634146,0.1253067592794939,0.059976160526275635,72,0,0,ok
scene0709_00,original,1536,0,512,542,184,192,62,154,0.9821426868438721,0.9513358473777771,0.03080683946609497,0.474025974025974,0.7597402597402597,0.10525565699057339,0.056073252111673355,124,0,0,ok
scene0709_00,original,1536,0,542,573,192,194,76,197,0.9835633635520935,0.9565777747254622,0.026985588826631268,0.39086294416243655,0.6294416243654822,0.11356206847175124,0.07264240831136703,152,0,0,ok
scene0709_00,original,1536,0,573,603,194,195,50,126,0.9831804037094116,0.9574556702375412,0.02572473347187043,0.4444444444444444,0.5317460317460317,0.1417437191232152,0.07890556007623672,100,0,0,ok
scene0709_00,original,1536,0,603,633,195,195,57,144,0.9844071865081787,0.9550010446916547,0.029406141816524012,0.4583333333333333,0.6527777777777778,0.13530871140149733,0.0713471993803978,114,0,0,ok
scene0709_00,original,1536,0,633,663,195,195,45,114,0.9788100123405457,0.9551080842812856,0.02370192805926008,0.3815789473684211,0.5307017543859649,0.1982939425741502,0.0787925198674202,90,0,0,ok
scene0709_00,original,1536,0,663,693,195,191,34,83,0.9803673028945923,0.9640122704646167,0.016355032429975602,0.30120481927710846,0.42168674698795183,0.29421545589813985,0.1788959801197052,68,0,0,ok
scene0709_00,original,1536,0,693,723,191,196,48,116,0.978938639163971,0.960427458708485,0.018511180455485943,0.16379310344827586,0.29310344827586204,0.3427064846237672,0.18927419185638428,96,0,0,ok
scene0709_00,original,1536,0,723,754,196,196,13,33,0.975509762763977,0.9510370813883268,0.024472681375650285,0.21212121212121213,0.30303030303030304,0.40726365572349593,0.17556683719158173,26,0,0,ok
scene0709_00,original,1536,0,754,784,196,196,45,118,0.9848797917366028,0.9695858538150788,0.015293937921524003,0.2711864406779661,0.3813559322033898,0.1814463147419994,0.14707538485527039,90,0,0,ok
scene0709_00,original,1536,0,784,814,196,196,59,184,0.9798061847686768,0.9658542421914763,0.013951942577200449,0.22010869565217392,0.29891304347826086,0.36727186705431214,0.28666630387306213,118,0,0,ok
scene0709_00,original,1536,0,814,844,196,190,16,57,0.9762780070304871,0.9761291146278381,0.00014889240264892578,0.017543859649122806,0.05263157894736842,0.5884395030637583,0.35905569791793823,32,0,0,ok
scene0709_00,original,1536,0,844,874,190,190,34,91,0.9754297733306885,0.9438085801461163,0.03162119318457213,0.1978021978021978,0.3516483516483517,0.21838592016393996,0.17874541878700256,68,0,0,ok
scene0709_00,original,1536,0,874,904,190,193,42,113,0.9796189069747925,0.9580310923712594,0.021587814603533095,0.3274336283185841,0.5132743362831859,0.2037275204583343,0.09264043718576431,84,0,0,ok
scene0709_00,original,1536,0,904,935,193,178,19,47,0.9818534851074219,0.9510790689995414,0.030774416107880453,0.46808510638297873,0.48936170212765956,0.17691935353139612,0.10386411100625992,38,0,0,ok
scene0710_00,original,1536,0,0,58,180,176,47,139,0.9788706302642822,0.9472467493503651,0.0316238809139171,0.4028776978417266,0.7050359712230215,0.13288101120081416,0.05325803905725479,94,0,0,ok
scene0710_00,original,1536,0,58,116,176,174,44,128,0.9813595414161682,0.953040790151466,0.02831875126470218,0.4296875,0.7890625,0.10571470057038823,0.0557781457901001,88,0,0,ok
scene0710_00,original,1536,0,116,174,174,151,26,115,0.9705505967140198,0.9493280717959771,0.021222524918042662,0.2,0.43478260869565216,0.2164087631861153,0.11803299188613892,52,0,0,ok
scene0710_00,original,1536,0,174,233,151,147,26,113,0.9739270806312561,0.9471295246711144,0.02679755596014166,0.22123893805309736,0.4778761061946903,0.13286865010972967,0.11053135991096497,52,0,0,ok
scene0710_00,original,1536,0,233,291,147,169,47,200,0.9789601564407349,0.936959720672445,0.04200043576828982,0.3,0.59,0.1104566515609622,0.08110283315181732,94,0,0,ok
scene0710_00,original,1536,0,291,349,169,157,34,140,0.9773422479629517,0.9355319966288174,0.041810251334134296,0.2642857142857143,0.5714285714285714,0.1322078244095402,0.09000887721776962,68,0,0,ok
scene0710_00,original,1536,0,349,407,157,176,31,86,0.972564697265625,0.9230254167510618,0.049539280514563244,0.16279069767441862,0.27906976744186046,0.22661567919042913,0.1586146056652069,62,0,0,ok
scene0710_00,original,1536,0,407,466,176,182,42,116,0.9750323295593262,0.9354920876877648,0.039540241871561355,0.10344827586206896,0.1810344827586207,0.44629457074715273,0.4022945761680603,84,0,0,ok
scene0710_00,original,1536,0,466,524,182,186,1,2,0.9590632319450378,,,0.0,0.0,1.0805074870586395,1.080507516860962,0,0,0,ok
scene0710_00,original,1536,0,524,582,186,184,51,129,0.9638578295707703,0.9358079217228235,0.02804990784794681,0.2713178294573643,0.4883720930232558,0.21282797815754664,0.10496225953102112,102,0,0,ok
scene0710_00,original,1536,0,582,640,184,189,63,163,0.9818680286407471,0.9445303531866225,0.037337675454124586,0.5398773006134969,0.7668711656441718,0.09188313794785116,0.06428974866867065,126,0,0,ok
scene0710_00,original,1536,0,640,699,189,181,46,136,0.9741684198379517,0.9374964302000792,0.03667198963787244,0.27205882352941174,0.6029411764705882,0.15896397037773996,0.08033186942338943,92,0,0,ok
scene0710_00,original,1536,0,699,757,181,181,72,187,0.9812204837799072,0.9439623268942038,0.03725815688570344,0.39037433155080214,0.7540106951871658,0.07992359589197658,0.056346409022808075,144,0,0,ok
scene0710_00,original,1536,0,757,815,181,182,21,57,0.9697265625,0.9451024418785459,0.024624120621454137,0.3157894736842105,0.5087719298245614,0.2691494831978752,0.09367046505212784,42,0,0,ok
scene0710_00,original,1536,0,815,873,182,182,50,159,0.9665062427520752,0.951093836426735,0.015412406325340244,0.1069182389937107,0.34591194968553457,0.23645891955579226,0.171918585896492,100,0,0,ok
scene0710_00,original,1536,0,873,932,182,193,11,36,0.972353994846344,0.9485608691518957,0.023793125694448247,0.1388888888888889,0.4166666666666667,0.35235061812111074,0.20757673680782318,22,0,0,ok
scene0710_00,original,1536,0,932,990,193,185,22,45,0.977573812007904,0.965792486613447,0.011781325394457087,0.26666666666666666,0.35555555555555557,0.29129655841324065,0.17865785956382751,44,0,0,ok
scene0710_00,original,1536,0,990,1048,185,189,5,10,0.9766217470169067,0.9625213265419006,0.014100420475006148,0.0,0.0,0.6721542418003082,0.5920650362968445,10,0,0,ok
scene0710_00,original,1536,0,1048,1106,189,190,63,139,0.9829705953598022,0.9532435460696145,0.029727049290187768,0.2733812949640288,0.4748201438848921,0.176040107009115,0.13165691494941711,126,0,0,ok
scene0710_00,original,1536,0,1106,1165,190,182,28,63,0.978772759437561,0.9513943482722554,0.027378411165305594,0.38095238095238093,0.47619047619047616,0.2060865909748134,0.10424124449491501,56,0,0,ok
scene0710_00,original,1536,0,1165,1223,182,182,13,30,0.9774237275123596,0.9578512586080111,0.019572468904348495,0.4666666666666667,0.5333333333333333,0.20680771687378485,0.0778542160987854,26,0,0,ok
scene0710_00,original,1536,0,1223,1281,182,182,59,145,0.9774483442306519,0.9520659441665068,0.02538240006414505,0.3448275862068966,0.503448275862069,0.1989401034689669,0.0994599238038063,118,0,0,ok
scene0710_00,original,1536,0,1281,1339,182,182,17,47,0.9775611758232117,0.9524759772945853,0.02508519852862634,0.14893617021276595,0.23404255319148937,0.3729140299590344,0.3346816897392273,34,0,0,ok
scene0710_00,original,1536,0,1339,1398,182,180,20,66,0.9781346321105957,0.9562958329916,0.021838799118995667,0.15151515151515152,0.19696969696969696,0.38684418695894157,0.37386471033096313,40,0,0,ok
scene0710_00,original,1536,0,1398,1456,180,182,49,153,0.9772834777832031,0.9676640648014692,0.009619412981733966,0.1895424836601307,0.2679738562091503,0.3486285404670448,0.3535412549972534,98,0,0,ok
scene0710_00,original,1536,0,1456,1514,182,196,36,96,0.9756135940551758,0.9729181983404689,0.002695395714706894,0.0,0.010416666666666666,0.5738320665744444,0.4852021634578705,72,0,0,ok
scene0710_00,original,1536,0,1514,1572,196,183,33,69,0.9780242443084717,0.9603838152957686,0.01764042901270313,0.13043478260869565,0.2753623188405797,0.330715942668958,0.2051897644996643,66,0,0,ok
scene0710_00,original,1536,0,1572,1631,183,192,12,28,0.9783608913421631,0.9494257445136706,0.02893514682849252,0.39285714285714285,0.5714285714285714,0.15995208879134484,0.08650362491607666,24,0,0,ok
scene0710_00,original,1536,0,1631,1689,192,187,65,143,0.9754877090454102,0.9501599582342001,0.02532775081121008,0.20279720279720279,0.32167832167832167,0.2811652180198189,0.20023006200790405,130,0,0,ok
scene0710_00,original,1536,0,1689,1747,187,182,22,50,0.9712643027305603,0.9460442946715788,0.025220008058981502,0.12,0.3,0.35592297092080116,0.22030821442604065,44,0,0,ok
scene0710_00,original,1536,0,1747,1806,182,182,47,114,0.9739514589309692,0.9426685514602255,0.03128290747074369,0.34210526315789475,0.6140350877192983,0.14048126052346147,0.0810452401638031,94,0,0,ok
scene0711_00,original,1536,0,0,106,193,190,78,164,0.976841151714325,0.9382659968657371,0.03857515484858787,0.3048780487804878,0.4146341463414634,0.18053418418347109,0.15073755383491516,156,0,0,ok
scene0711_00,original,1536,0,106,222,190,182,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,222,328,182,196,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,328,434,196,160,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,434,540,160,185,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,540,646,185,182,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,646,753,182,182,8,22,0.9813377857208252,0.9745843596756458,0.006753426045179367,0.0,0.0,0.43480776013298467,0.37648850679397583,16,0,0,ok
scene0711_00,original,1536,0,753,859,182,182,12,40,0.9802675247192383,0.9651988645394644,0.01506866017977393,0.05,0.175,0.35380038637667893,0.3881077170372009,24,0,0,ok
scene0711_00,original,1536,0,859,965,182,182,33,75,0.9780529141426086,0.969877690076828,0.00817522406578064,0.05333333333333334,0.08,0.36372889096538225,0.3767577111721039,66,0,0,ok
scene0711_00,original,1536,0,965,1071,182,182,9,23,0.9757013320922852,0.9722959730360243,0.003405359056260826,0.043478260869565216,0.21739130434782608,0.5085856376782708,0.3588782548904419,18,0,0,ok
scene0711_00,original,1536,0,1071,1201,182,182,33,93,0.9812002182006836,0.9645142302368627,0.016685987963820925,0.20430107526881722,0.43010752688172044,0.24636199805004302,0.1296730637550354,66,0,0,ok
scene0711_00,original,1536,0,1201,1307,182,182,26,63,0.9737735986709595,0.9554422406049875,0.01833135806597197,0.047619047619047616,0.1746031746031746,0.37679537598575863,0.2792023718357086,52,0,0,ok
scene0711_00,original,1536,0,1307,1414,182,179,40,94,0.9733726382255554,0.9363693721592427,0.03700326606631277,0.10638297872340426,0.18085106382978725,0.4049711302715413,0.29676520824432373,80,0,0,ok
scene0711_00,original,1536,0,1414,1520,179,190,34,78,0.9725944399833679,0.9578050708069521,0.014789369176415823,0.1282051282051282,0.2692307692307692,0.38666149684323525,0.2617625594139099,68,0,0,ok
scene0711_00,original,1536,0,1520,1626,190,179,21,49,0.9569388031959534,0.9513812093507676,0.0055575938451857265,0.04081632653061224,0.08163265306122448,0.6058151509080615,0.651243269443512,42,0,0,ok
scene0711_00,original,1536,0,1626,1732,179,172,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,1732,1838,172,170,56,163,0.9766582250595093,0.9531616185392652,0.0234966065202441,0.25766871165644173,0.4539877300613497,0.19804213844536822,0.12386865168809891,112,0,0,ok
scene0711_00,original,1536,0,1838,1944,170,182,39,84,0.9687641859054565,0.9437464597897652,0.025017726115691308,0.27380952380952384,0.40476190476190477,0.24922200039561307,0.13986197113990784,78,0,0,ok
scene0711_00,original,1536,0,1944,2051,182,181,88,208,0.978664755821228,0.9427134723148562,0.03595128350637178,0.3269230769230769,0.6490384615384616,0.10492698344079635,0.07379119098186493,176,0,0,ok
scene0711_00,original,1536,0,2051,2157,181,182,0,0,,,,,,,,0,0,0,no_shared_voxels
scene0711_00,original,1536,0,2157,2264,182,182,0,0,,,,,,,,0,0,0,no_shared_voxels
